"","x"
"193",178.720001220703
"194",177.149993896484
"195",175.839996337891
"196",175.460006713867
"197",172.880004882812
"198",173
"199",173.440002441406
"200",171.100006103516
"201",166.889999389648
"202",168.220001220703
"203",170.289993286133
"204",170.770004272461
"205",173.970001220703
"206",177.570007324219
"207",176.649993896484
"208",179.229995727539
"209",181.820007324219
"210",182.889999389648
"211",182.410003662109
"212",186.399993896484
"213",184.800003051758
"214",187.440002441406
"215",188.009994506836
"216",189.710006713867
"217",189.690002441406
"218",191.449996948242
"219",190.639999389648
"220",191.309997558594
"221",189.970001220703
"222",189.789993286133
"223",190.399993896484
"224",189.369995117188
"225",189.949996948242
"226",191.240005493164
"227",189.429992675781
"228",193.419998168945
"229",192.320007324219
"230",194.270004272461
"231",195.710006713867
"232",193.179992675781
"233",194.710006713867
"234",197.960006713867
"235",198.110000610352
"236",197.570007324219
"237",195.889999389648
"238",196.940002441406
"239",194.830001831055
"240",194.679992675781
"241",193.600006103516
"242",193.050003051758
"243",193.149993896484
"244",193.580001831055
"245",192.529998779297
"246",185.639999389648
"247",184.25
"248",181.910003662109
"249",181.179992675781
"250",185.559997558594
"251",185.139999389648
"252",186.190002441406
"253",185.589996337891
"254",185.919998168945
"255",183.630004882812
"256",182.679992675781
"257",188.630004882812
"258",191.559997558594
"259",193.889999389648
"260",195.179992675781
"261",194.5
"262",194.169998168945
"263",192.419998168945
"264",191.729995727539
"265",188.039993286133
"266",184.399993896484
"267",186.860000610352
"268",185.850006103516
"269",187.679992675781
"270",189.300003051758
"271",189.410003662109
"272",188.320007324219
"273",188.850006103516
"274",187.149993896484
"275",185.039993286133
"276",184.149993896484
"277",183.860000610352
"278",182.309997558594
"279",181.559997558594
"280",182.320007324219
"281",184.369995117188
"282",182.520004272461
"283",181.160003662109
"284",182.630004882812
"285",181.419998168945
"286",180.75
"287",179.660003662109
"288",175.100006103516
"289",170.119995117188
"290",169.119995117188
"291",169
"292",170.729995727539
"293",172.75
"294",173.229995727539
"295",171.130004882812
"296",173
"297",172.619995117188
"298",173.720001220703
"299",176.080001831055
"300",178.669998168945
"301",171.369995117188
"302",172.279998779297
"303",170.850006103516
"304",169.710006713867
"305",173.309997558594
"306",171.479995727539
"307",170.029998779297
"308",168.839996337891
"309",169.649993896484
"310",168.820007324219
"311",169.580001831055
"312",168.449996948242
"313",169.669998168945
"314",167.779998779297
"315",175.039993286133
"316",176.550003051758
"317",172.690002441406
"318",169.380004882812
"319",168
"320",167.039993286133
"321",165
"322",165.839996337891
"323",166.899993896484
"324",169.020004272461
"325",169.889999389648
"326",169.300003051758
"327",173.5
"328",170.330001831055
"329",169.300003051758
"330",173.029998779297
"331",183.380004882812
"332",181.710006713867
"333",182.399993896484
"334",182.740005493164
"335",184.570007324219
"336",183.050003051758
"337",186.279998779297
"338",187.429992675781
"339",189.720001220703
"340",189.839996337891
"341",189.869995117188
"342",191.039993286133
"343",192.350006103516
"344",190.899993896484
"345",186.880004882812
"346",189.979995727539
"347",189.990005493164
"348",190.289993286133
"349",191.289993286133
"350",192.25
"351",194.029998779297
"352",194.350006103516
"353",195.869995117188
"354",194.479995727539
"355",196.889999389648
"356",193.119995117188
"357",207.149993896484
"358",213.070007324219
"359",214.240005493164
"360",212.490005493164
"361",216.669998168945
"362",214.289993286133
"363",209.679992675781
"364",207.490005493164
"365",208.139999389648
"366",209.070007324219
"367",213.25
"368",214.100006103516
"369",210.619995117188
"370",216.75
"371",220.270004272461
"372",221.550003051758
"373",226.339996337891
"374",227.820007324219
"375",228.679992675781
"376",232.979995727539
"377",227.570007324219
"378",230.539993286133
"379",234.399993896484
"380",234.820007324219
"381",228.880004882812
"382",224.179992675781
"383",224.309997558594
"384",223.960006713867
"385",225.009994506836
"386",218.539993286133
"387",217.490005493164
"388",217.960006713867
"389",218.240005493164
"390",218.800003051758
"391",222.080001831055
"392",218.360000610352
"393",219.860000610352
"394",209.270004272461
"395",207.229995727539
"396",209.820007324219
"397",213.309997558594
"398",216.240005493164
"399",217.529998779297
"400",221.270004272461
"401",221.720001220703
