"","x"
"248",122.819999694824
"249",119.540000915527
"250",120.349998474121
"251",121.650001525879
"252",120.110000610352
"253",121.650001525879
"254",123.660003662109
"255",123.870002746582
"256",126.5
"257",125.830001831055
"258",128.949996948242
"259",129.800003051758
"260",132.520004272461
"261",132.440002441406
"262",134.940002441406
"263",133.820007324219
"264",134.300003051758
"265",133.509994506836
"266",135.020004272461
"267",132.360000610352
"268",133.039993286133
"269",132.160003662109
"270",134.830001831055
"271",135.009994506836
"272",134.309997558594
"273",136.470001220703
"274",131.779998779297
"275",132.039993286133
"276",131.190002441406
"277",129.199996948242
"278",127.889999389648
"279",130.850006103516
"280",129.410003662109
"281",123.5
"282",123.400001525879
"283",124.580001831055
"284",126.25
"285",126.819999694824
"286",126.559997558594
"287",123.160003662109
"288",125.230003356934
"289",127.819999694824
"290",126.01000213623
"291",127.819999694824
"292",126.959999084473
"293",126.440002441406
"294",125.569999694824
"295",125.080001831055
"296",124.279998779297
"297",124.680000305176
"298",124.069999694824
"299",126.169998168945
"300",126.599998474121
"301",127.209999084473
"302",127.019996643066
"303",126.529998779297
"304",127.819999694824
"305",129.940002441406
"306",130.369995117188
"307",129.800003051758
"308",130.710006713867
"309",130.300003051758
"310",132.130004882812
"311",133.770004272461
"312",134.449996948242
"313",133.460006713867
"314",133.410003662109
"315",134.800003051758
"316",136.169998168945
"317",136.600006103516
"318",137.899993896484
"319",140.070007324219
"320",143.539993286133
"321",141.580001831055
"322",142.75
"323",146.210006713867
"324",144.029998779297
"325",148.100006103516
"326",149.240005493164
"327",148.460006713867
"328",143.75
"329",143.460006713867
"330",145.529998779297
"331",145.940002441406
"332",147.550003051758
"333",148.270004272461
"334",149.119995117188
"335",144.809997558594
"336",144.690002441406
"337",144.380004882812
"338",146.360000610352
"339",145.809997558594
"340",147.270004272461
"341",146.979995727539
"342",146.350006103516
"343",146.199996948242
"344",146.440002441406
"345",146.050003051758
"346",146.190002441406
"347",148.970001220703
"348",148.539993286133
"349",150.229995727539
"350",149.800003051758
"351",145.029998779297
"352",147.440002441406
"353",148.309997558594
"354",149.449996948242
"355",149.809997558594
"356",148.350006103516
"357",147.479995727539
"358",149
"359",152.660003662109
"360",152.830001831055
"361",153.869995117188
"362",153.759994506836
"363",154.970001220703
"364",156.979995727539
"365",155.490005493164
"366",155
"367",150.630004882812
"368",150.350006103516
"369",148.559997558594
"370",148.440002441406
"371",148.820007324219
"372",143.800003051758
"373",143.929992675781
"374",144.449996948242
"375",146.649993896484
"376",145.660003662109
"377",145.470001220703
"378",143.25
"379",142.470001220703
"380",143.660003662109
"381",141.899993896484
"382",141.759994506836
"383",139.490005493164
"384",139.470001220703
"385",143.059997558594
"386",144.029998779297
"387",142.270004272461
"388",143.229995727539
"389",141.240005493164
"390",142.110000610352
"391",143.770004272461
"392",143.449996948242
"393",147.009994506836
"394",148.699996948242
"395",148.809997558594
"396",149.690002441406
"397",148.679992675781
"398",149.330001831055
"399",149.360000610352
"400",149.820007324219
"401",147.220001220703
