"","x"
"203",133.410003662109
"204",134.759994506836
"205",135.940002441406
"206",135.210006713867
"207",135.270004272461
"208",137.869995117188
"209",141.110000610352
"210",142.529998779297
"211",141.860000610352
"212",143.960006713867
"213",145.929992675781
"214",143
"215",144.289993286133
"216",145.429992675781
"217",150.820007324219
"218",154.5
"219",151.729995727539
"220",154.649993896484
"221",151.919998168945
"222",150.869995117188
"223",151.009994506836
"224",153.850006103516
"225",153.199996948242
"226",155.330001831055
"227",153.710006713867
"228",152.550003051758
"229",148.479995727539
"230",148.910003662109
"231",149.399993896484
"232",146.710006713867
"233",147.919998168945
"234",147.410003662109
"235",145.309997558594
"236",145.910003662109
"237",151.029998779297
"238",153.830001831055
"239",151.600006103516
"240",152.869995117188
"241",150.589996337891
"242",148.5
"243",150.470001220703
"244",152.589996337891
"245",152.990005493164
"246",155.850006103516
"247",155
"248",157.399993896484
"249",159.279998779297
"250",157.830001831055
"251",158.929992675781
"252",160.25
"253",158.279998779297
"254",157.649993896484
"255",160.770004272461
"256",162.360000610352
"257",164.899993896484
"258",166.169998168945
"259",165.630004882812
"260",163.759994506836
"261",164.660003662109
"262",162.029998779297
"263",160.800003051758
"264",160.100006103516
"265",165.559997558594
"266",165.210006713867
"267",165.229995727539
"268",166.470001220703
"269",167.630004882812
"270",166.649993896484
"271",165.020004272461
"272",165.330001831055
"273",163.770004272461
"274",163.759994506836
"275",168.410003662109
"276",169.679992675781
"277",169.589996337891
"278",168.539993286133
"279",167.449996948242
"280",165.789993286133
"281",173.570007324219
"282",173.5
"283",171.770004272461
"284",173.559997558594
"285",173.75
"286",172.570007324219
"287",172.070007324219
"288",172.070007324219
"289",172.690002441406
"290",175.050003051758
"291",175.160003662109
"292",174.199996948242
"293",171.559997558594
"294",171.839996337891
"295",172.990005493164
"296",175.429992675781
"297",177.300003051758
"298",177.25
"299",180.089996337891
"300",180.949996948242
"301",179.580001831055
"302",179.210006713867
"303",177.820007324219
"304",180.570007324219
"305",180.960006713867
"306",183.789993286133
"307",183.309997558594
"308",183.949996948242
"309",186.009994506836
"310",184.919998168945
"311",185.009994506836
"312",183.960006713867
"313",187
"314",186.679992675781
"315",185.270004272461
"316",188.059997558594
"317",189.25
"318",189.589996337891
"319",193.970001220703
"320",192.460006713867
"321",191.330001831055
"322",191.809997558594
"323",190.679992675781
"324",188.610000610352
"325",188.080001831055
"326",189.770004272461
"327",190.539993286133
"328",190.690002441406
"329",193.990005493164
"330",193.729995727539
"331",195.100006103516
"332",193.130004882812
"333",191.940002441406
"334",192.75
"335",193.619995117188
"336",194.5
"337",193.220001220703
"338",195.830001831055
"339",196.449996948242
"340",195.610000610352
"341",192.580001831055
"342",191.169998168945
"343",181.990005493164
"344",178.850006103516
"345",179.800003051758
"346",178.190002441406
"347",177.970001220703
"348",177.789993286133
"349",179.460006713867
"350",177.449996948242
"351",176.570007324219
"352",174
"353",174.490005493164
"354",175.839996337891
"355",177.229995727539
"356",181.119995117188
"357",176.380004882812
"358",178.610000610352
"359",180.190002441406
"360",184.119995117188
"361",187.649993896484
"362",187.869995117188
"363",189.460006713867
"364",189.699996948242
"365",182.910003662109
"366",177.559997558594
"367",178.179992675781
"368",179.360000610352
"369",176.300003051758
"370",174.210006713867
"371",175.740005493164
"372",175.009994506836
"373",177.970001220703
"374",179.070007324219
"375",175.490005493164
"376",173.929992675781
"377",174.789993286133
"378",176.080001831055
"379",171.960006713867
"380",170.429992675781
"381",170.690002441406
"382",171.210006713867
"383",173.75
"384",172.399993896484
"385",173.660003662109
"386",174.910003662109
"387",177.490005493164
"388",178.990005493164
"389",178.389999389648
"390",179.800003051758
"391",180.710006713867
"392",178.850006103516
"393",178.720001220703
"394",177.149993896484
"395",175.839996337891
"396",175.460006713867
"397",172.880004882812
"398",173
"399",173.440002441406
"400",171.100006103516
"401",166.889999389648
