"y","x1","x2","x3"
16421.923276929,50.9312574475086,206.022936460457,"A"
13256.8515261111,42.6734558033493,198.255340583238,"C"
16012.7453927312,46.8591284763605,199.788954185616,"B"
13204.8397403363,49.1112956862505,198.861019944085,"B"
15647.5601719087,51.4924706457937,196.184180944435,"C"
10905.8260899993,41.6839313530324,200.118691416338,"B"
11759.9185953488,37.0174638188226,202.241372811814,"A"
13801.0034865822,46.2502685927916,199.282844451513,"B"
13404.1803685021,44.6628517707211,197.913438893874,"C"
14549.7180306724,47.1658170927342,199.649942239143,"A"
15761.1725680388,51.5664615773453,197.907979725055,"B"
15024.1280623254,49.5570465500121,201.794489752451,"C"
16025.4913035694,47.8942839408029,198.836086283949,"A"
13295.8820098231,44.5552795070544,197.039760648139,"B"
12797.7977656937,41.1696947955363,198.02290643518,"B"
9886.6361982082,29.4254392498957,202.239576163841,"B"
14964.4008801511,49.2706276000729,201.516637482058,"C"
14103.1879247793,48.1355329258305,197.228275836295,"B"
13733.2605558741,43.2905919805601,197.277839451305,"C"
15787.7431934241,50.0570576998449,204.427342695482,"A"
13647.7124775697,39.5186316570256,198.50953772866,"A"
15452.0592285114,49.2612338453897,198.738381274811,"B"
16386.5314427933,51.1697341313067,201.55172415223,"A"
14149.0719326723,47.5537765581305,197.078769028436,"A"
15525.0058718182,50.398588007377,195.883369107184,"B"
17085.1928145022,52.918638329266,201.635230431261,"C"
15718.1059030348,51.2639711861173,199.778506329985,"A"
17892.0427124752,51.3429697039329,201.333639956745,"B"
14712.2988214764,47.3846250090627,196.063110857471,"A"
11463.636340799,36.8196916426235,193.957707771357,"C"
11328.7701404026,36.0618648176317,197.358744882006,"C"
11749.9094059407,37.9497315648641,198.295291914537,"B"
12818.2696989797,46.2646831794949,201.826075013284,"A"
15907.620956818,51.1765752562696,198.887725070619,"A"
16061.2530316519,51.6501444957478,203.533527521523,"C"
10270.8850646298,41.266345993229,192.499903002319,"B"
12278.8068935259,41.3425814673585,199.726458568483,"B"
13350.061135818,48.7865694074582,197.041019723485,"A"
15076.9222883377,47.6742008630751,200.572509920505,"C"
12109.826899751,36.7853531038146,205.256008826836,"B"
12680.9229126308,45.6634766700562,205.212504794473,"B"
16914.627508821,55.0655880295059,197.497469492972,"A"
17466.0340883355,49.8801459399344,201.364019624738,"A"
12808.1902755814,46.3082970558396,195.019141165545,"C"
18141.209921612,56.9066336875515,206.694780691949,"B"
12231.253853598,41.6039895250908,195.626951368645,"C"
17204.5366332821,56.1700953778935,198.469928411171,"A"
15257.5989702314,51.6660703919727,202.60234161887,"B"
14719.7763005936,47.2818119236765,198.527345322713,"B"
12610.6049608888,43.9703164932101,183.421586760805,"B"
17278.4560097403,57.1416234220077,199.013723928917,"B"
15111.3042170057,49.0420690986051,198.061848723085,"C"
16555.7569249669,52.0032775125237,199.725262077176,"A"
17283.3196212432,46.5694369780774,202.238885007411,"B"
16083.4123207632,54.1556463284113,197.383294959813,"B"
16621.6938626437,54.4589673892334,189.784666211487,"B"
15102.9484330422,48.3725286140877,198.427071090791,"B"
13692.278614603,47.4898542496247,200.732119717309,"C"
14501.6622614546,51.2626385908956,204.067952655448,"A"
16836.9643104666,53.8134457155375,207.105633716784,"C"
16541.9061945561,48.840380197844,188.403605531238,"A"
15446.2522609187,48.9958424126446,200.100646025543,"C"
15129.6384815993,50.7241609089156,200.547782669525,"C"
14535.5030827845,50.6387462311964,201.786711822797,"B"
14126.824438322,46.3331228880035,204.278034622581,"A"
14611.6214635266,54.1311643507406,198.156273284934,"C"
13800.1648133354,45.5697010701435,199.037692831861,"B"
18478.1253957154,51.4899914343508,200.928430222094,"B"
18252.9574179887,64.8326247412704,199.073598039714,"C"
12583.9017841648,39.486223619973,198.678706661213,"A"
14063.5238257843,46.0418470396595,204.37506344284,"B"
15886.0761315417,51.6826309270916,198.612787037022,"C"
16998.7202337521,48.0669298989043,199.433389944949,"B"
19039.8542766229,58.8550363835092,200.09124464759,"A"
18046.7194040413,57.8389062512805,200.921420515827,"A"
14592.5562174858,52.5047130705864,193.29983177975,"B"
17557.7609485695,58.0522926071659,198.814649651634,"A"
17770.9006536195,47.2067334491336,200.527842791954,"B"
16455.2924145763,51.8999969133702,203.892708410789,"A"
15051.9081063801,48.326538811625,202.321337859636,"B"
13928.0594252337,47.1633320584571,201.242380803134,"B"
16766.2060557244,52.9947606699381,202.811510136545,"C"
18779.4779744112,52.186036841942,198.355400072078,"B"
17256.6367011395,53.7540575536558,201.673831092453,"A"
18136.8846991038,60.2404146336458,191.793692057395,"C"
14403.3819181287,46.6078606802543,199.819681338944,"C"
13526.8155091232,44.1701546545609,200.927519172412,"C"
12479.823103331,48.5097964743882,197.596994706909,"A"
14603.9157826255,53.9278421716627,194.275254615516,"C"
19481.4283811664,62.1973592412521,204.785484661548,"C"
14034.8343643497,48.3951472521928,195.029751413062,"C"
16140.4380987162,51.5639211852246,198.452097556287,"B"
16034.6922835476,49.6100176503752,197.047933959043,"B"
16906.7156009749,51.8892321783113,197.157275380025,"A"
13409.3455272658,45.8347533949305,188.817239067164,"A"
13917.4130550474,43.1473019122269,200.933001217969,"A"
19975.3700971904,64.2909188411634,198.805986266752,"C"
18720.4776093218,51.0471182615887,202.693809959364,"B"
16707.1319205752,51.9855227534036,204.814555795119,"B"
13496.9142993734,45.8611405686686,189.814033247723,"C"
18263.1238122314,59.7862448854477,208.873541153791,"A"
15899.0179024707,51.992094395011,201.223144331125,"B"
13407.9695523313,48.6835354254916,200.781935617437,"C"
17871.5272097459,54.4230621859699,204.689154167258,"A"
15587.135674258,49.2476484739523,195.55075849697,"C"
12596.6172680817,45.8508187055429,195.970457928932,"C"
14107.381580721,49.313926010289,202.269585491454,"A"
15702.6882672842,50.3895308801025,201.675202782445,"B"
12946.7884608077,45.0374320178313,194.764063530726,"C"
12484.6980198468,39.66429755679,204.240877105691,"B"
16847.3371289265,51.3302905118777,203.766091717382,"C"
14788.5556958386,46.9046585919138,199.045137512687,"A"
13808.4055675752,45.9046358487983,203.408939411345,"C"
15055.4129766551,48.792709812183,197.879394909861,"C"
17291.5542474082,55.7642043303777,200.577816452138,"A"
15219.0514313379,53.6034458298114,188.944979305073,"B"
16895.8748947502,52.8492181537974,199.904909103764,"B"
13344.7016826965,49.4378184127666,202.883753137876,"B"
13884.3995577224,49.5180200838709,197.935418718147,"C"
13939.9994895034,46.9409190577957,192.937730345834,"A"
15361.4372007159,53.8597816771508,193.676169671629,"B"
16063.5928117816,51.1042823274045,206.971584678895,"A"
14511.5402541375,48.361716514709,200.516618929039,"C"
17077.5393410027,57.9960832225868,197.139695495998,"B"
20596.7907076158,64.7729043156524,204.343656183687,"C"
17260.0683864231,56.2270375262637,194.179516572354,"C"
17417.6482001891,56.4892352372003,201.596838468624,"B"
17666.6033772992,51.0102354963158,201.52077496799,"A"
15442.2453722286,52.4028070497551,197.834000430038,"C"
14500.0547225828,46.1613954904538,202.30058582581,"A"
17920.565616671,59.1402420817755,198.366167830302,"B"
12782.3583470785,43.2354733021206,198.035592399425,"B"
12988.7061588671,46.974895514572,197.322617568284,"B"
16643.918652814,50.2891025031382,192.518805497235,"A"
18254.2948057489,60.8048068833104,196.685932325742,"A"
12999.6876691429,42.256537673455,203.045744692109,"B"
13943.8850855698,44.4984763323712,200.539467616943,"A"
16760.2062978298,50.2411192761264,203.540470289269,"B"
16370.8306688846,48.6044674801945,201.241678454157,"B"
12723.6848777938,41.4153844076301,192.704877717611,"C"
14706.4597949284,48.9224789395717,195.846537673756,"A"
16501.0312166437,52.4841391194691,202.345482366363,"B"
15676.2373157546,46.5739209767786,199.362178379987,"B"
18294.0677990586,58.6057392535428,197.887027806405,"A"
16203.3126756744,53.4529953953247,196.672479908909,"A"
12875.7236977358,44.3889918595736,197.700934386721,"B"
16928.4808524273,54.319678965195,200.420879891304,"C"
16716.3927722667,50.1226808096944,202.158692610494,"A"
16945.094597699,56.7073963917093,193.575884784827,"C"
17221.6566419656,56.1169283661428,202.289419442644,"C"
11092.6756949373,36.4299452654908,198.613878798931,"A"
16141.0182119402,53.4109202207407,200.555739608192,"C"
16700.3076207531,50.6876787871156,199.150163044448,"C"
16550.4437078265,54.626802599295,201.367553022999,"C"
14638.3239386474,48.8789209236324,191.601893080951,"C"
17760.7685904755,52.4777552908864,210.232698040676,"A"
19056.7171330287,61.4707051028907,204.751013551304,"A"
14603.1681574632,49.0070174465139,198.152126828754,"B"
15799.8676567178,46.1293097503882,200.102853940789,"A"
11988.7669128779,39.9027025952766,195.834776663118,"C"
18123.2216385115,56.8434107481523,205.222921267666,"B"
17287.2031937417,56.0404595296122,199.61275095299,"B"
13700.0900639336,48.4907224156989,197.095007025421,"B"
14689.6867024379,49.3231015266574,201.063455445559,"C"
14402.497285555,47.5027496533708,200.983017784111,"C"
17794.4279531309,59.3592931064458,201.488314330055,"C"
16089.1821128311,51.4728223891834,195.516407746271,"C"
17896.1684633536,55.4231987482685,199.524000908634,"A"
13655.3828015842,49.5239314683365,196.925280638207,"C"
14612.6866884095,47.8814756423783,193.744192016339,"C"
12009.4994209813,38.9937584705662,200.271296293356,"B"
17428.4174026988,54.5231258996853,201.528837482186,"B"
18879.8112736067,56.2596287256804,198.540929070449,"B"
15081.4887121069,49.1360325598799,195.973647405135,"B"
14415.214603617,48.8814699929205,196.995506776874,"B"
16504.5072035752,51.8847909806928,199.208046340923,"B"
18975.2488878099,60.3211813648496,203.304077977732,"C"
14792.5736848329,51.1659191771785,200.763819170767,"B"
15130.9257697392,49.3795746793574,201.736508636537,"B"
17848.6161537553,59.2779379485186,199.425956775343,"B"
19347.5245722437,64.627661590288,189.266280476898,"C"
12839.3442175122,41.5961201731681,202.83692182485,"A"
14497.6700733004,50.4570600571257,196.413794151096,"A"
14738.3776303103,48.968497758667,196.500809184798,"C"
15404.839163871,48.3140863166791,200.009383506959,"B"
18241.3551256805,58.0723842798124,201.855492264948,"B"
15347.2228439823,50.5398129061425,198.100426637614,"C"
13978.4374250779,46.5727952770515,198.62364717704,"A"
17422.6892932214,55.7644445968478,200.287715424816,"B"
18403.2041190169,56.4266587287386,208.397137044027,"B"
13828.0976192656,40.6231046913251,209.221274808244,"B"
16146.686410927,52.1010593121777,199.560042008654,"B"
17516.0675744403,47.6528101495511,198.623573967217,"A"
15665.1773852988,54.1981837205118,201.735722669237,"A"
18355.6754010463,59.2050687000965,199.669036821747,"B"
11563.534084533,41.7778840620845,193.447274249764,"A"
14249.6639076866,46.7012819181562,201.19405274611,"A"
14959.5351216988,52.9543522744815,201.252980130545,"B"
13150.8070326373,43.078905338003,200.648138056469,"B"
15817.3700023184,51.0462552209137,202.409016106632,"B"
16817.0625441223,53.958558680036,197.863816317463,"A"
15115.2317222012,49.4542423973466,198.617513001327,"C"
17344.8012214585,50.0084840044562,200.880870960603,"C"
13195.1483583985,44.3674512894225,201.691034559102,"A"
15060.2239718539,45.9464030559973,201.861399731476,"C"
13967.2962971414,51.2597801363943,192.35358710496,"A"
16575.475075701,54.9544796209514,198.636819751255,"C"
15086.7098560891,52.8516642777425,196.892139216788,"A"
14561.625673096,46.8723148375083,188.743138661303,"B"
17314.5048236065,57.0380168923239,199.549043509596,"B"
16704.8654186594,53.4381089114585,211.047201143731,"B"
18431.200194084,60.5817299038715,198.151729856387,"C"
12805.7714090365,49.4057214829472,195.888699620303,"C"
16892.4918482169,51.0402653446981,197.441104559402,"C"
16538.5106451454,51.9382409443063,203.742236941209,"C"
12391.1463030478,42.9729366001988,201.107914489377,"C"
10072.0563611471,33.685342363577,196.467178999979,"B"
14537.3684821488,50.7934132322357,199.897744896402,"B"
15647.752585838,47.8710568692193,200.580336275099,"A"
15647.9768614435,50.2881027532866,202.178123646048,"B"
12636.9433485959,39.8776639745007,198.764611946392,"C"
11727.8505444696,36.9416441417134,202.756622206427,"C"
16315.2777807422,51.9595163557324,199.241374104545,"A"
18431.8221364324,56.8981968101244,196.593069561802,"A"
15587.279516842,52.717280404635,191.557344403708,"B"
16777.7871075167,51.3109845898959,203.653202187899,"A"
15030.365131991,46.9922494953868,201.706203989481,"A"
19970.5865156585,53.9749177559276,200.297225691992,"A"
13712.459986941,45.0359721355194,196.774831820073,"B"
18867.5766067045,63.5228009332062,192.854329226486,"A"
14662.0610157901,45.0987035106539,198.012242376941,"B"
15680.2525762409,52.5861382626968,200.188089122415,"C"
17144.8926975245,51.9534285751366,197.120187390367,"A"
14633.5848962466,44.607451405223,198.23783115317,"B"
12140.8554464502,38.1852673875107,202.071847237001,"C"
13459.1519632224,48.6849303029213,197.704152571006,"B"
15984.8066939865,51.0898514808629,199.350089554355,"A"
16162.7450422477,52.3452711599981,199.343187699145,"A"
14380.2569583777,47.6944486414285,198.51911438046,"C"
15283.3240481097,49.6293924065422,199.336222824017,"A"
12649.2975592859,48.4290341053993,196.118618252939,"C"
17906.9330520885,58.427864835179,200.821339036913,"B"
13333.1634464283,46.5266266018569,200.772114051335,"B"
15106.8718649938,43.142921893443,194.640137487617,"B"
15095.7693044421,48.5807383098765,197.321151271501,"B"
10168.9317365442,36.0106057342197,200.3129257711,"B"
8217.56731425501,25.8713317796795,202.192404631734,"B"
15335.1525241542,50.9603314505107,202.519880743829,"C"
15165.0533991183,50.1247246652126,199.313441343485,"A"
13530.8666888232,45.0495270264152,196.598106819219,"B"
10434.2408100203,35.8428143022392,199.074786327271,"B"
14955.0896064933,48.1820144007644,198.353665491889,"A"
16263.5907016382,48.5408388102781,200.253439168562,"A"
14361.3010069486,46.9141909295541,195.879017260967,"C"
15055.9218558539,46.9025241608457,205.385799535714,"C"
14923.0585008656,48.8473359068833,204.914175070616,"B"
13777.9756235714,44.7724150091963,199.201582713722,"C"
15989.3441161753,49.7112611835217,200.691437417617,"B"
16134.7129490415,49.9850863624967,201.946289820141,"A"
9992.69510302008,30.0874613399568,206.339389356049,"B"
16191.8998284787,47.218312624685,205.165552865998,"A"
19010.4417090477,61.5601912738003,198.553134460716,"B"
16307.1460856371,50.9166523224882,198.770144858358,"A"
12791.5962482729,39.897141850369,204.840427820679,"B"
13360.6704328202,42.9793716431244,196.9894347681,"B"
15241.1072287886,53.9374743434475,197.328063512432,"C"
14268.3026694847,47.6787133313907,196.623979993799,"B"
16296.8400712204,49.3126479425346,198.657457481061,"B"
15787.6026159364,47.6313085549268,201.548997148218,"B"
15848.9563452517,50.2578242195609,202.220500954989,"B"
9579.04938078706,34.0376336597709,209.033572106034,"B"
13545.8461593681,41.5883352606381,198.997500050236,"C"
14143.1727332973,49.1282662130715,198.634539567717,"A"
15637.927007239,53.1876280546681,199.702007511026,"B"
15022.021474113,49.1265741714005,200.410692118837,"A"
14530.6598600709,43.2462783433142,202.054021230724,"A"
13461.04358096,42.443681872311,198.440328167232,"B"
12015.520302536,42.9322226611015,199.585537754699,"B"
14494.7222753147,49.5386582054876,198.824813695337,"B"
11012.4735745974,35.5752809875485,191.251563413966,"C"
12440.6311662998,44.4451412140742,196.647819549992,"A"
12687.7012863409,41.4801742565987,203.245822751106,"B"
16420.6326467452,49.5090076107812,201.253944568442,"A"
16055.7132188445,53.5052468658221,202.908108035387,"B"
17609.55747941,57.461681871018,200.716971774308,"B"
18091.5349879463,59.140442059264,197.182105814799,"C"
14937.8471845251,48.8208930704936,201.060053386011,"C"
13861.5250445297,49.9489472618411,198.812808162745,"A"
16449.6747827201,49.9444576609023,198.71625229044,"B"
12602.3596623034,36.9204885704099,202.994058437756,"B"
15556.6500095137,54.4566015075658,195.456577044943,"C"
18159.091598036,55.5627350416732,202.649640714634,"B"
14276.5161533215,49.6885557641385,199.695533051933,"B"
14695.5724428961,46.4162499041445,206.405594320128,"B"
15629.4679157247,49.831288791586,199.550707568484,"C"
16933.0355420789,60.8716542399441,191.182644272637,"C"
13777.6035659071,44.8784992935398,199.292016185567,"B"
16627.4649646959,49.6737459230692,200.797255263035,"B"
17696.7511971035,57.482889370007,202.761353111561,"A"
16074.4657492082,51.7056627114526,201.618916863893,"A"
17459.8344218213,57.8228861827935,194.686226327065,"B"
14171.2017099361,45.7221810529168,203.010068587592,"A"
15323.6088212749,52.1524758411208,200.083931522674,"B"
16569.275175381,55.7576549138646,199.558073769406,"B"
14664.3547282157,47.3188903680043,194.804996517243,"B"
13154.2041383838,47.5549155978567,190.370127013457,"A"
14591.6961683567,46.7122052602539,201.435718212532,"C"
16224.6131186912,48.7655312520585,199.622183799331,"B"
19702.0420802417,60.8890768455868,204.107606922267,"B"
14838.5423876724,50.479278149113,197.614829233931,"A"
11720.7107290941,34.6959125637499,195.182463187744,"C"
15735.2573341753,51.5883685926333,196.773280246006,"C"
12696.0470401547,46.9175070519732,200.288303021799,"B"
15073.5797159801,48.4720771959921,197.353217008587,"B"
17209.7698295152,55.544869295745,206.573921454105,"B"
16211.1755898151,43.493105077588,194.766858892902,"C"
11432.1792582114,36.7723761484914,199.66869356486,"C"
15301.0910485849,48.0613412610603,202.209235746792,"B"
14839.157097563,44.3850503521075,201.425588487933,"A"
14147.5826665168,47.4382340509087,194.319870465302,"C"
15501.8075888738,44.3902533658601,205.497419033326,"A"
18160.6239509152,61.8704749881052,198.942805618986,"B"
13710.8879226049,48.9211816025562,198.802976846581,"A"
15130.3169741258,46.1524705333431,201.126703179869,"B"
15580.5207858637,54.8497519055685,190.351881780954,"A"
18343.5976997583,49.2289765048575,206.491011275705,"B"
11973.4292657795,39.4889501328555,199.45032626866,"B"
14956.5265749831,49.6121408136347,197.840643922836,"A"
14993.8272505859,53.4929196520296,201.600165140633,"B"
16490.2256037234,53.6043811426366,203.951691830637,"C"
14294.716901201,44.8734177924922,198.578059574717,"A"
11665.9812079485,35.5145604833386,199.138452456198,"B"
12425.2995551343,48.3831398464853,201.269561251049,"B"
17021.5710393991,53.3219212856384,203.172064817318,"A"
12431.4041234413,40.9362619237071,194.829296516377,"C"
14448.4756641948,43.6119834885009,205.736505221365,"C"
18612.001623552,60.5238770373938,197.55569140036,"A"
19055.4306486399,51.6529966747393,200.79239959784,"A"
15631.8468896357,49.7012732880689,199.601762053051,"B"
15022.5612386697,50.0487808943004,195.413259582958,"A"
16132.4470898074,50.4861606018357,202.578240761494,"A"
14327.4499242981,47.4723534217676,194.918172447784,"A"
15297.2738472157,46.7484226349345,199.350429371995,"A"
14769.8193581644,51.7252942449512,194.047987984718,"B"
13223.7297055326,40.1320326682916,209.691787867828,"C"
16456.7758510549,59.8794951285074,192.094871811233,"B"
16894.1791210795,53.9072638061384,202.630939369122,"B"
13857.8147662219,45.7987942755159,199.065025413841,"B"
15723.2441259549,48.592711880318,198.495855313857,"C"
13674.3354471284,42.5272597239839,203.283805984115,"B"
15524.2703709114,50.2306848421581,208.882882162297,"C"
15361.847926822,50.8356474810708,198.489397548013,"C"
16981.9514015906,46.661357667569,198.674046049665,"A"
16948.3958400369,57.65154715656,198.338332135299,"B"
17587.2948627877,56.9332174870091,201.332092080479,"A"
11472.7648387842,32.0000025564044,209.288473843168,"C"
14779.3046890878,47.0980292016196,200.266119585494,"B"
18039.2609168309,53.9220261943021,198.034479897885,"A"
14632.5833241934,47.1956646769995,196.82215722689,"B"
16868.7756588581,55.2093444458563,200.328174609834,"A"
15826.6559399173,50.4436229886981,197.703581842591,"B"
14521.0998441415,46.3615950184285,197.650199427379,"A"
13374.5758985262,51.6695094763207,198.89549653215,"C"
13975.1500344033,50.0102337058919,187.639955789957,"B"
18335.7546674606,55.5724703357938,211.694083846846,"B"
15714.4721577927,52.3392951313803,205.914092801272,"A"
14327.8920058908,43.2122536791185,197.051306176678,"A"
15496.8791601662,52.7902424347333,197.658063050911,"C"
16791.6537434916,53.9158235138904,195.59935821983,"A"
14377.6572221274,48.9501959789752,186.899956045963,"C"
9441.63099317424,31.7127541040504,201.92290778885,"B"
13347.0640141422,42.3316648166007,199.245913207917,"B"
15890.2418266496,50.7352562434773,199.567504927303,"C"
17680.3871170735,52.8761483473841,206.501745910333,"A"
13957.9918024867,42.1275914967292,203.772341574848,"A"
16801.3364117707,56.7735176970153,198.337245056291,"B"
18094.2856918776,56.6672512514617,198.803547843756,"C"
16452.5101823378,53.9180905082663,200.517327017046,"C"
17033.3668677943,48.4483261784835,201.989914155784,"B"
12585.6342515643,40.7247598709025,199.853366014632,"C"
14397.9853959346,47.0885825468927,209.865754940917,"A"
14973.6466430927,48.393134635072,200.148700975426,"A"
13479.784954973,55.695772059881,198.77389236706,"B"
15649.2971600414,50.4317937504417,196.67146298745,"B"
16014.3074027069,50.6643128932443,200.166429491385,"A"
20199.0286870478,61.5759705654773,199.300439365065,"C"
14388.402460853,46.2139403289591,202.658031517052,"B"
14821.6348547896,49.1433525493915,200.150354849005,"A"
16619.9816117555,50.6893152678275,201.936453747463,"A"
17924.3789954555,54.6304692783006,204.720562528793,"B"
15115.7053537762,49.4342336333034,201.386153077722,"C"
15336.5933180116,47.4879979194667,203.441900270378,"C"
14987.918418767,50.9592918873849,196.387523396971,"A"
17569.2920503696,55.1089909015879,201.726552954205,"C"
15007.2167027868,49.8230322153628,193.930592183994,"A"
15708.8423176137,45.9944236978789,197.826675745225,"A"
16531.0968822152,52.5174248922452,199.723447706991,"A"
14897.8699057289,50.5340366550688,198.789622228295,"B"
17130.9734524191,52.0597195312143,198.743525332174,"C"
15395.9824107992,51.1136433711022,196.596366381457,"A"
15298.1380786245,45.7456377611527,201.95361133387,"A"
14818.4252784479,50.3443530405763,198.496247495861,"C"
16259.702110169,49.59077235632,200.312188446302,"C"
15048.6512927716,54.4139118038659,197.672194586871,"C"
17592.586363921,57.1965153104628,197.618582990657,"A"
17646.4839903644,62.2413431529294,197.533287409484,"B"
14481.1442722222,46.4452017612812,201.158734916943,"C"
14450.3922340237,53.2210183404954,196.632692382964,"A"
16759.422803847,51.1923860133771,205.102869354603,"B"
16030.3558466581,50.6785954484112,199.549919505494,"B"
15868.0414980382,44.6898973754298,208.171171007104,"B"
17375.6471104655,57.1004095070058,197.207713223036,"A"
15348.8263772931,48.5513113404956,200.374201123584,"A"
14755.8439085528,45.7901050426321,197.137862470411,"A"
16131.199334444,54.635894566101,189.998597933652,"A"
19400.3795911621,57.6676869195298,193.951344871929,"B"
14512.8823650422,48.4700790136075,198.845477843439,"C"
14131.1129400147,47.6853754348135,197.269876712135,"B"
13932.7385687315,51.6971239728238,191.48634508954,"C"
16884.9245112608,53.7664271387152,192.295036438755,"B"
13900.7370826267,48.3159903536408,197.696795798527,"B"
12842.0632057637,42.7744758779863,199.012357853198,"B"
15634.6834859125,50.3748892273112,203.393067435765,"C"
16530.6791894402,48.9638493956313,202.678287135286,"C"
15371.6246522894,53.0196272057849,189.659312101084,"C"
16677.3533796273,49.7191341196529,192.02251009308,"B"
13738.8259842126,43.2591895754232,202.853537229751,"B"
14252.308024929,48.2925120520695,202.349386043819,"B"
17281.4361078816,54.411793090795,206.576911621751,"B"
13542.0839563376,44.7144859005184,194.340853185003,"B"
17326.4328671153,54.9056012025322,198.695351290828,"A"
17415.7985197717,56.8818577292051,198.331205215596,"C"
15893.586432787,49.6196742671616,199.152181573169,"B"
14128.6813770583,47.652562680618,207.901996580716,"C"
18151.9871590744,57.2008111423156,204.84640557954,"C"
11853.1412169607,45.245470543416,194.699814377684,"B"
16179.4370574643,51.4586598461235,202.174040070126,"B"
14539.1007536714,45.6003230423722,200.919724438056,"B"
15509.6791967559,53.9933709682661,200.29044015947,"B"
